Month;Airline;Departing Airport;Arriving Airport;Monthly Arrival Delay(Mode)
1;AA;ABE;CLT;-13.0
1;AA;ABI;DFW;-0.5
1;AA;ABQ;DFW;-7.5
1;AA;ABQ;LAX;3.0
1;AA;ABQ;ORD;-19.0
1;AA;AGS;CLT;-10.8
1;AA;ALB;CLT;-11.0
1;AA;ALB;DCA;-6.0
1;AA;ALB;PHL;-2.0
1;AA;ALO;ORD;0.0
1;AA;AMA;DFW;31.75
1;AA;ART;PHL;42.0
1;AA;ASE;DFW;-31.0
1;AA;ASE;ORD;15.0
1;AA;ASE;PHX;49.0
1;AA;ATL;CLT;-7.25
1;AA;ATL;DCA;8.5
1;AA;ATL;DFW;-23.5
1;AA;ATL;LGA;-9.0
1;AA;ATL;MIA;-13.0
1;AA;ATL;PHL;-14.0
1;AA;ATW;ORD;8.4
1;AA;AUS;CLT;-7.5
1;AA;AUS;DFW;33.333333333333336
1;AA;AUS;LAX;-9.0
1;AA;AUS;MIA;-5.0
1;AA;AVL;CLT;47.0
1;AA;AVP;CLT;8.0
1;AA;AVP;PHL;-17.0
1;AA;BDL;CLT;-9.0
1;AA;BDL;DCA;-29.0
1;AA;BDL;DFW;-19.0
1;AA;BDL;MIA;-8.0
1;AA;BDL;ORD;-10.0
1;AA;BDL;PHL;-25.0
1;AA;BGR;PHL;74.0
1;AA;BHM;CLT;-11.5
1;AA;BHM;DCA;-17.0
1;AA;BHM;DFW;1.0
1;AA;BHM;MIA;-16.0
1;AA;BNA;CLT;-16.0
1;AA;BNA;DCA;169.33333333333334
1;AA;BNA;DFW;-5.5
1;AA;BNA;LGA;-29.0
1;AA;BNA;ORD;4.25
1;AA;BNA;PHL;-26.0
1;AA;BOI;PHX;7.0
1;AA;BOS;CLT;10.0
1;AA;BOS;DCA;-18.0
1;AA;BOS;DFW;-1.5
1;AA;BOS;JFK;-17.0
1;AA;BOS;LAX;3.0
1;AA;BOS;LGA;-14.0
1;AA;BOS;MIA;-9.0
1;AA;BOS;ORD;5.0
1;AA;BOS;PHL;57.4
1;AA;BOS;PIT;-28.0
1;AA;BOS;ROC;-14.0
1;AA;BPT;DFW;-14.0
1;AA;BRO;DFW;-7.0
1;AA;BTR;CLT;0.25
1;AA;BTR;DFW;-4.833333333333333
1;AA;BTV;CLT;2.0
1;AA;BTV;DCA;-12.333333333333334
1;AA;BTV;PHL;-18.5
1;AA;BUF;CLT;-11.5
1;AA;BUF;ORD;-15.0
1;AA;BUF;PHL;-16.0
1;AA;BWI;CLT;-12.5
1;AA;BWI;DFW;-10.0
1;AA;BWI;ORD;-5.0
1;AA;BWI;PHL;-16.5
1;AA;BZN;DFW;100.0
1;AA;CAE;CLT;2.0
1;AA;CAE;DCA;40.0
1;AA;CAK;CLT;42.333333333333336
1;AA;CHA;CLT;-19.0
1;AA;CHO;CLT;4.666666666666667
1;AA;CHO;ORD;0.0
1;AA;CHS;CLT;-0.5
1;AA;CHS;DCA;-12.0
1;AA;CHS;DFW;-11.75
1;AA;CHS;MIA;-15.5
1;AA;CID;CLT;-15.0
1;AA;CID;DFW;1.0
1;AA;CID;ORD;-18.0
1;AA;CLE;DCA;-20.0
1;AA;CLE;JFK;-25.0
1;AA;CLE;ORD;2.0
1;AA;CLE;PHL;-14.0
1;AA;CLL;DFW;88.0
1;AA;CLT;AGS;-13.0
1;AA;CLT;ATL;41.666666666666664
1;AA;CLT;AUS;-4.25
1;AA;CLT;AVL;-19.0
1;AA;CLT;AVP;-13.0
1;AA;CLT;BDL;-10.0
1;AA;CLT;BHM;0.0
1;AA;CLT;BNA;-8.5
1;AA;CLT;BOS;5.0
1;AA;CLT;BTV;288.0
1;AA;CLT;BWI;2.0
1;AA;CLT;CAE;-10.0
1;AA;CLT;CAK;-24.0
1;AA;CLT;CHA;-15.5
1;AA;CLT;CHO;42.4
1;AA;CLT;CHS;0.5
1;AA;CLT;CID;-8.0
1;AA;CLT;CLE;-7.0
1;AA;CLT;CMH;-3.6666666666666665
1;AA;CLT;CRW;-6.0
1;AA;CLT;DAB;5.0
1;AA;CLT;DAY;-8.0
1;AA;CLT;DCA;2.0
1;AA;CLT;DFW;-1.0
1;AA;CLT;DSM;-10.0
1;AA;CLT;DTW;-5.75
1;AA;CLT;EWN;-10.0
1;AA;CLT;EWR;22.333333333333332
1;AA;CLT;EYW;-7.5
1;AA;CLT;FAY;0.2
1;AA;CLT;FLO;-14.5
1;AA;CLT;GNV;10.0
1;AA;CLT;GRR;-8.0
1;AA;CLT;GSO;7.5
1;AA;CLT;GSP;31.666666666666668
1;AA;CLT;HHH;20.0
1;AA;CLT;HPN;-4.5
1;AA;CLT;HSV;-10.0
1;AA;CLT;HTS;-18.0
1;AA;CLT;IAD;4.5
1;AA;CLT;IAH;11.571428571428571
1;AA;CLT;ILM;-7.0
1;AA;CLT;IND;-6.0
1;AA;CLT;JAN;-16.0
1;AA;CLT;JAX;7.0
1;AA;CLT;JFK;7.0
1;AA;CLT;LAS;-20.0
1;AA;CLT;LAX;1.0
1;AA;CLT;LEX;-10.0
1;AA;CLT;LGA;-18.0
1;AA;CLT;LIT;3.0
1;AA;CLT;LYH;-7.0
1;AA;CLT;MCO;11.0
1;AA;CLT;MDT;-3.5
1;AA;CLT;MEM;-7.0
1;AA;CLT;MHT;12.5
1;AA;CLT;MIA;54.75
1;AA;CLT;MKE;11.0
1;AA;CLT;MOB;-35.0
1;AA;CLT;MSN;21.0
1;AA;CLT;MSP;-4.0
1;AA;CLT;MSY;-6.0
1;AA;CLT;MYR;10.0
1;AA;CLT;OAJ;-7.0
1;AA;CLT;OKC;-17.0
1;AA;CLT;OMA;-3.5
1;AA;CLT;ORD;-4.5
1;AA;CLT;ORF;1.75
1;AA;CLT;PBI;25.0
1;AA;CLT;PDX;6.5
1;AA;CLT;PGV;-22.0
1;AA;CLT;PHF;-8.2
1;AA;CLT;PHL;13.6
1;AA;CLT;PHX;-11.666666666666666
1;AA;CLT;PIT;0.0
1;AA;CLT;PNS;-8.0
1;AA;CLT;PVD;-24.0
1;AA;CLT;RDU;-5.75
1;AA;CLT;RIC;6.0
1;AA;CLT;ROA;4.333333333333333
1;AA;CLT;ROC;9.5
1;AA;CLT;RSW;129.0
1;AA;CLT;SAN;-18.0
1;AA;CLT;SAT;-3.0
1;AA;CLT;SAV;4.0
1;AA;CLT;SBY;-20.0
1;AA;CLT;SDF;-9.0
1;AA;CLT;SFO;4.5
1;AA;CLT;SGF;50.0
1;AA;CLT;SRQ;9.0
1;AA;CLT;SYR;-8.0
1;AA;CLT;TOL;-5.0
1;AA;CLT;TPA;84.5
1;AA;CLT;TRI;-15.5
1;AA;CLT;TUL;13.0
1;AA;CLT;TYS;-20.0
1;AA;CLT;VPS;-5.5
1;AA;CLT;XNA;-16.333333333333332
1;AA;CMH;CLT;4.5
1;AA;CMH;DCA;-9.4
1;AA;CMH;DFW;42.0
1;AA;CMH;LAX;-21.0
1;AA;CMH;ORD;61.5
1;AA;CMH;PHL;5.0
1;AA;CMH;PHX;10.0
1;AA;CMI;DFW;27.0
1;AA;CMI;ORD;12.5
1;AA;COS;DFW;-17.5
1;AA;COU;ORD;-19.0
1;AA;CRP;DFW;-11.0
1;AA;CRW;CLT;0.6666666666666666
1;AA;CVG;CLT;-2.0
1;AA;CVG;DCA;-1.0
1;AA;CVG;DFW;36.0
1;AA;CVG;ORD;118.0
1;AA;CVG;PHL;-3.0
1;AA;DAB;CLT;7.0
1;AA;DAY;DCA;20.5
1;AA;DAY;ORD;-23.0
1;AA;DAY;PHL;-13.0
1;AA;DBQ;ORD;-23.0
1;AA;DCA;ALB;31.5
1;AA;DCA;BDL;17.0
1;AA;DCA;BHM;54.0
1;AA;DCA;BNA;6.0
1;AA;DCA;BOS;34.57142857142857
1;AA;DCA;BTV;-12.5
1;AA;DCA;CAE;-21.0
1;AA;DCA;CHS;-3.0
1;AA;DCA;CLE;-27.0
1;AA;DCA;CLT;-11.75
1;AA;DCA;CMH;-4.0
1;AA;DCA;CVG;-15.0
1;AA;DCA;DAY;-24.0
1;AA;DCA;DFW;-11.5
1;AA;DCA;DTW;-12.5
1;AA;DCA;EYW;-4.0
1;AA;DCA;GSP;-6.333333333333333
1;AA;DCA;HPN;-14.0
1;AA;DCA;HSV;-2.0
1;AA;DCA;IND;49.5
1;AA;DCA;JAX;-12.0
1;AA;DCA;LAS;-35.0
1;AA;DCA;LAX;-12.0
1;AA;DCA;LGA;-7.333333333333333
1;AA;DCA;MCI;-14.0
1;AA;DCA;MCO;-7.0
1;AA;DCA;MGM;13.0
1;AA;DCA;MIA;-8.5
1;AA;DCA;MSP;-19.0
1;AA;DCA;MYR;1.0
1;AA;DCA;ORD;173.0
1;AA;DCA;PBI;3.5
1;AA;DCA;PNS;44.0
1;AA;DCA;RDU;-8.0
1;AA;DCA;ROC;9.0
1;AA;DCA;RSW;-12.0
1;AA;DCA;SRQ;5.0
1;AA;DCA;TPA;3.0
1;AA;DCA;TYS;-18.5
1;AA;DEN;CLT;-13.5
1;AA;DEN;DFW;-17.0
1;AA;DEN;LAX;-31.0
1;AA;DEN;MIA;9.0
1;AA;DEN;ORD;17.5
1;AA;DEN;PHL;-9.0
1;AA;DEN;PHX;-23.0
1;AA;DFW;ABI;-10.0
1;AA;DFW;ABQ;-3.0
1;AA;DFW;ACT;-4.0
1;AA;DFW;AEX;-10.0
1;AA;DFW;AMA;43.0
1;AA;DFW;ATL;-4.0
1;AA;DFW;AUS;-10.0
1;AA;DFW;BIL;19.0
1;AA;DFW;BIS;0.0
1;AA;DFW;BMI;18.0
1;AA;DFW;BNA;-10.5
1;AA;DFW;BOI;-11.0
1;AA;DFW;BPT;27.0
1;AA;DFW;BWI;7.0
1;AA;DFW;CHS;-7.0
1;AA;DFW;CID;4.0
1;AA;DFW;CLL;6.0
1;AA;DFW;CLT;-2.75
1;AA;DFW;CMH;-6.25
1;AA;DFW;CMI;-12.0
1;AA;DFW;COS;2.5
1;AA;DFW;COU;3.0
1;AA;DFW;CRP;-4.5
1;AA;DFW;CVG;41.0
1;AA;DFW;DCA;-3.0
1;AA;DFW;DEN;9.666666666666666
1;AA;DFW;DRO;-2.0
1;AA;DFW;DSM;36.0
1;AA;DFW;DTW;-8.0
1;AA;DFW;EGE;-18.0
1;AA;DFW;ELP;0.6666666666666666
1;AA;DFW;FAT;-1.5
1;AA;DFW;FLL;3.0
1;AA;DFW;FSM;-13.0
1;AA;DFW;FWA;0.5
1;AA;DFW;GRI;7.5
1;AA;DFW;GRK;-7.0
1;AA;DFW;GSO;-18.0
1;AA;DFW;GSP;-13.0
1;AA;DFW;GUC;66.0
1;AA;DFW;HDN;5.0
1;AA;DFW;HOU;-14.333333333333334
1;AA;DFW;HSV;7.0
1;AA;DFW;IAD;6.0
1;AA;DFW;IAH;-7.0
1;AA;DFW;ICT;-15.5
1;AA;DFW;IND;-6.5
1;AA;DFW;JAC;1.0
1;AA;DFW;JAN;-2.6666666666666665
1;AA;DFW;JAX;-17.0
1;AA;DFW;JFK;-22.0
1;AA;DFW;JLN;28.5
1;AA;DFW;LAS;-13.0
1;AA;DFW;LAW;10.333333333333334
1;AA;DFW;LAX;-19.75
1;AA;DFW;LBB;4.0
1;AA;DFW;LEX;-6.0
1;AA;DFW;LGA;-1.0
1;AA;DFW;LIT;-8.0
1;AA;DFW;LRD;1.5
1;AA;DFW;MAF;7.4
1;AA;DFW;MCI;-5.666666666666667
1;AA;DFW;MCO;-5.4
1;AA;DFW;MEM;7.75
1;AA;DFW;MFE;-9.25
1;AA;DFW;MGM;-13.0
1;AA;DFW;MHK;3.5
1;AA;DFW;MIA;34.666666666666664
1;AA;DFW;MKE;6.0
1;AA;DFW;MLI;-10.0
1;AA;DFW;MOB;32.0
1;AA;DFW;MSN;-13.0
1;AA;DFW;MSP;-7.0
1;AA;DFW;MSY;-1.6666666666666667
1;AA;DFW;OKC;-5.0
1;AA;DFW;OMA;-3.3333333333333335
1;AA;DFW;ONT;3.5
1;AA;DFW;ORD;22.285714285714285
1;AA;DFW;ORF;21.0
1;AA;DFW;PBI;-17.0
1;AA;DFW;PDX;-2.0
1;AA;DFW;PHL;-0.5
1;AA;DFW;PHX;-5.0
1;AA;DFW;PIA;-8.0
1;AA;DFW;PIB;-10.0
1;AA;DFW;PIT;-16.0
1;AA;DFW;PNS;-6.5
1;AA;DFW;PSP;-1.0
1;AA;DFW;RDU;21.0
1;AA;DFW;RIC;0.0
1;AA;DFW;ROW;-17.0
1;AA;DFW;RSW;-3.6666666666666665
1;AA;DFW;SAF;-6.0
1;AA;DFW;SAN;6.5
1;AA;DFW;SAT;-6.0
1;AA;DFW;SBA;9.5
1;AA;DFW;SDF;75.0
1;AA;DFW;SEA;35.5
1;AA;DFW;SFO;-13.0
1;AA;DFW;SGF;-5.0
1;AA;DFW;SHV;0.0
1;AA;DFW;SJU;13.0
1;AA;DFW;SLC;-14.0
1;AA;DFW;SMF;1.0
1;AA;DFW;SNA;4.166666666666667
1;AA;DFW;SRQ;-6.0
1;AA;DFW;STL;8.0
1;AA;DFW;SUX;21.5
1;AA;DFW;SWO;-15.0
1;AA;DFW;TPA;-2.2
1;AA;DFW;TUL;19.0
1;AA;DFW;TUS;-0.5
1;AA;DFW;TXK;-3.0
1;AA;DFW;TYR;5.5
1;AA;DFW;VPS;10.0
1;AA;DFW;XNA;-10.0
1;AA;DRO;DFW;1.3333333333333333
1;AA;DRO;PHX;17.0
1;AA;DRT;DFW;-27.0
1;AA;DSM;CLT;-9.0
1;AA;DSM;DCA;-1.0
1;AA;DSM;ORD;-3.0
1;AA;DSM;PHX;-18.0
1;AA;DTW;CLT;-10.0
1;AA;DTW;DCA;-14.0
1;AA;DTW;DFW;-25.75
1;AA;DTW;MIA;-14.0
1;AA;DTW;ORD;-14.5
1;AA;DTW;PHL;44.0
1;AA;DTW;PHX;-15.5
1;AA;EGE;DFW;17.0
1;AA;EGE;JFK;31.0
1;AA;EGE;LAX;6.0
1;AA;EGE;PHX;52.0
1;AA;ELP;DFW;4.0
1;AA;ELP;LAX;-7.0
1;AA;ELP;PHX;-12.0
1;AA;ERI;PHL;-15.0
1;AA;EUG;LAX;3.0
1;AA;EUG;PHX;9.0
1;AA;EVV;CLT;-12.0
1;AA;EVV;DFW;382.0
1;AA;EWN;CLT;-4.0
1;AA;EWR;CLT;-21.0
1;AA;EWR;DFW;1.5
1;AA;EWR;MIA;0.0
1;AA;EWR;ORD;-18.5
1;AA;EYW;CLT;-5.0
1;AA;FAR;DFW;2.5
1;AA;FAR;ORD;0.5
1;AA;FAT;LAX;-2.3333333333333335
1;AA;FAT;PHX;1.2
1;AA;FAY;CLT;9.25
1;AA;FLG;PHX;-3.0
1;AA;FLL;CLT;28.0
1;AA;FLL;DFW;27.0
1;AA;FLL;ORD;-1.0
1;AA;FLL;PHL;11.0
1;AA;FNT;ORD;-6.333333333333333
1;AA;FSD;DFW;-7.5
1;AA;FSD;ORD;-3.0
1;AA;FWA;CLT;5.666666666666667
1;AA;FWA;DFW;109.0
1;AA;FWA;ORD;24.0
1;AA;FWA;PHL;11.0
1;AA;GEG;PHX;-36.0
1;AA;GGG;DFW;6.0
1;AA;GJT;DFW;-4.5
1;AA;GNV;CLT;-5.666666666666667
1;AA;GNV;MIA;-20.0
1;AA;GPT;CLT;-18.0
1;AA;GRB;ORD;7.0
1;AA;GRK;DFW;-6.333333333333333
1;AA;GRR;DFW;111.0
1;AA;GRR;ORD;3.3333333333333335
1;AA;GSO;CLT;-24.0
1;AA;GSO;DCA;-17.75
1;AA;GSO;DFW;-7.0
1;AA;GSO;LGA;-18.0
1;AA;GSO;PHL;-14.0
1;AA;GSP;CLT;-8.5
1;AA;GSP;DCA;41.333333333333336
1;AA;GSP;DFW;-13.0
1;AA;GSP;PHL;-24.333333333333332
1;AA;HHH;CLT;-35.0
1;AA;HNL;LAX;6.5
1;AA;HOU;DFW;6.0
1;AA;HPN;CLT;29.0
1;AA;HSV;CLT;1.0
1;AA;HSV;DCA;-30.0
1;AA;HSV;DFW;103.0
1;AA;IAD;CLT;-5.5
1;AA;IAD;LAX;-54.0
1;AA;IAD;MIA;-16.0
1;AA;IAH;CLT;-7.0
1;AA;IAH;DFW;-4.75
1;AA;IAH;LAX;-30.5
1;AA;IAH;MIA;18.0
1;AA;IAH;ORD;-10.25
1;AA;IAH;PHL;11.0
1;AA;IAH;PHX;-3.6666666666666665
1;AA;ICT;ORD;17.0
1;AA;ILM;CLT;-6.0
1;AA;ILM;LGA;15.0
1;AA;IND;CLT;1.6666666666666667
1;AA;IND;DCA;2.5
1;AA;IND;MIA;48.0
1;AA;IND;ORD;14.333333333333334
1;AA;ISP;PHL;-7.5
1;AA;ITH;PHL;-5.0
1;AA;JAC;DFW;45.0
1;AA;JAN;CLT;16.0
1;AA;JAN;DFW;-19.5
1;AA;JAX;CLT;-1.5
1;AA;JAX;DCA;-3.0
1;AA;JAX;MIA;-9.333333333333334
1;AA;JFK;BNA;-4.0
1;AA;JFK;BOS;-15.0
1;AA;JFK;BWI;108.0
1;AA;JFK;CLE;-16.0
1;AA;JFK;CLT;-13.75
1;AA;JFK;EGE;-32.0
1;AA;JFK;IND;10.0
1;AA;JFK;LAX;-18.4
1;AA;JFK;MCO;0.0
1;AA;JFK;MIA;-27.0
1;AA;JFK;ORD;33.0
1;AA;JFK;PHL;24.0
1;AA;JFK;PIT;-36.0
1;AA;JFK;RDU;-12.0
1;AA;JFK;SEA;131.0
1;AA;JFK;SFO;30.666666666666668
1;AA;KOA;LAX;-4.0
1;AA;LAN;DCA;141.0
1;AA;LAN;ORD;-5.0
1;AA;LAS;CLT;19.5
1;AA;LAS;DFW;-5.5
1;AA;LAS;LAX;72.0
1;AA;LAS;MIA;1.0
1;AA;LAS;ORD;-2.0
1;AA;LAS;PHL;-27.0
1;AA;LAS;PHX;-25.0
1;AA;LAW;DFW;-1.5
1;AA;LAX;ABQ;70.0
1;AA;LAX;ATL;12.0
1;AA;LAX;BNA;-13.0
1;AA;LAX;CLT;-3.0
1;AA;LAX;CMH;82.0
1;AA;LAX;DEN;1.5
1;AA;LAX;DFW;-1.6
1;AA;LAX;FAT;18.0
1;AA;LAX;HNL;-5.0
1;AA;LAX;IAH;36.0
1;AA;LAX;JFK;-11.25
1;AA;LAX;LAS;25.0
1;AA;LAX;LIH;-13.5
1;AA;LAX;MCO;-17.0
1;AA;LAX;MFR;-5.0
1;AA;LAX;MIA;-14.0
1;AA;LAX;MSY;-4.0
1;AA;LAX;ORD;-0.6666666666666666
1;AA;LAX;PDX;-4.0
1;AA;LAX;PHL;0.0
1;AA;LAX;PHX;-9.0
1;AA;LAX;RDM;-1.0
1;AA;LAX;RNO;23.0
1;AA;LAX;SAN;37.5
1;AA;LAX;SEA;-12.0
1;AA;LAX;SFO;10.333333333333334
1;AA;LAX;SJC;-9.5
1;AA;LAX;SLC;14.5
1;AA;LBB;DFW;7.5
1;AA;LBB;PHX;26.0
1;AA;LCH;DFW;-8.0
1;AA;LEX;CLT;-15.0
1;AA;LEX;DFW;-1.0
1;AA;LEX;ORD;0.0
1;AA;LEX;PHL;-20.0
1;AA;LFT;DFW;-1.0
1;AA;LGA;ATL;-5.25
1;AA;LGA;BNA;-15.0
1;AA;LGA;BOS;41.5
1;AA;LGA;CHO;-12.5
1;AA;LGA;CLE;-20.5
1;AA;LGA;CLT;2.0
1;AA;LGA;CMH;-10.0
1;AA;LGA;CVG;6.0
1;AA;LGA;DAY;39.0
1;AA;LGA;DCA;-19.0
1;AA;LGA;DFW;-14.5
1;AA;LGA;DTW;4.666666666666667
1;AA;LGA;GSO;16.0
1;AA;LGA;IND;2.0
1;AA;LGA;MEM;9.0
1;AA;LGA;MIA;7.166666666666667
1;AA;LGA;MSP;-20.0
1;AA;LGA;ORF;62.0
1;AA;LGA;PHL;-16.5
1;AA;LGA;PIT;17.0
1;AA;LGA;PWM;-2.0
1;AA;LGA;RDU;-26.0
1;AA;LGA;SDF;-18.0
1;AA;LGA;STL;-14.0
1;AA;LGB;PHX;4.0
1;AA;LIH;LAX;5.0
1;AA;LIT;CLT;0.0
1;AA;LIT;DFW;6.0
1;AA;LIT;ORD;-19.5
1;AA;LRD;DFW;4.5
1;AA;LSE;ORD;-9.0
1;AA;LYH;CLT;-7.0
1;AA;MAF;DFW;33.0
1;AA;MCI;CLT;-5.0
1;AA;MCI;DFW;-14.333333333333334
1;AA;MCI;MIA;5.5
1;AA;MCI;ORD;0.0
1;AA;MCO;CLT;-8.0
1;AA;MCO;DFW;11.0
1;AA;MCO;JFK;-7.5
1;AA;MCO;MIA;6.0
1;AA;MCO;ORD;-2.0
1;AA;MCO;PHX;-10.0
1;AA;MDT;CLT;-23.0
1;AA;MDT;ORD;-29.0
1;AA;MEI;ORD;85.0
1;AA;MEM;DCA;-4.0
1;AA;MEM;DFW;6.0
1;AA;MEM;ORD;6.0
1;AA;MEM;PHL;8.0
1;AA;MFE;DFW;15.0
1;AA;MGM;CLT;-6.0
1;AA;MGM;DFW;35.0
1;AA;MHK;DFW;11.5
1;AA;MHT;DCA;-16.0
1;AA;MHT;PHL;-12.0
1;AA;MIA;ATL;-14.0
1;AA;MIA;AUS;11.0
1;AA;MIA;BDL;0.0
1;AA;MIA;BNA;-16.0
1;AA;MIA;BOS;-6.0
1;AA;MIA;BWI;-13.333333333333334
1;AA;MIA;CHS;15.0
1;AA;MIA;CLE;8.5
1;AA;MIA;CLT;8.333333333333334
1;AA;MIA;CMH;-1.0
1;AA;MIA;CVG;10.0
1;AA;MIA;DCA;-2.0
1;AA;MIA;DFW;-11.714285714285714
1;AA;MIA;DTW;-28.0
1;AA;MIA;EWR;-2.0
1;AA;MIA;EYW;-7.0
1;AA;MIA;GSO;34.0
1;AA;MIA;IAH;-0.3333333333333333
1;AA;MIA;JAX;-8.0
1;AA;MIA;JFK;2.0
1;AA;MIA;LAS;70.0
1;AA;MIA;LAX;-21.0
1;AA;MIA;LGA;-19.0
1;AA;MIA;MCO;-20.0
1;AA;MIA;MEM;-7.0
1;AA;MIA;MSY;-9.5
1;AA;MIA;ORD;-6.666666666666667
1;AA;MIA;PHL;-5.0
1;AA;MIA;PHX;-31.0
1;AA;MIA;RDU;-17.5
1;AA;MIA;SEA;9.0
1;AA;MIA;SFO;-38.0
1;AA;MIA;SJU;1.5
1;AA;MIA;TLH;8.0
1;AA;MIA;TPA;30.0
1;AA;MKE;CLT;-6.5
1;AA;MKE;PHL;4.0
1;AA;MLB;CLT;-4.0
1;AA;MLI;ORD;-2.0
1;AA;MOB;CLT;10.5
1;AA;MSN;CLT;-13.0
1;AA;MSN;DFW;-2.25
1;AA;MSN;ORD;-16.0
1;AA;MSP;CLT;15.0
1;AA;MSP;DCA;-3.0
1;AA;MSP;DFW;-20.0
1;AA;MSP;LGA;-10.333333333333334
1;AA;MSP;MIA;-6.0
1;AA;MSP;ORD;-6.0
1;AA;MSP;PHL;-23.0
1;AA;MSY;CLT;-8.0
1;AA;MSY;DFW;18.333333333333332
1;AA;MSY;MIA;-10.0
1;AA;MYR;CLT;0.0
1;AA;OAJ;CLT;-13.0
1;AA;OAK;PHX;7.0
1;AA;OGG;LAX;33.0
1;AA;OGG;PHX;-15.0
1;AA;OKC;CLT;-9.0
1;AA;OKC;DFW;7.857142857142857
1;AA;OKC;ORD;139.5
1;AA;OMA;CLT;1.5
1;AA;OMA;DFW;-19.0
1;AA;OMA;LAX;-14.0
1;AA;OMA;ORD;-2.5
1;AA;OMA;PHX;-27.0
1;AA;ONT;DFW;-17.0
1;AA;ONT;PHX;-4.0
1;AA;ORD;ABQ;-8.0
1;AA;ORD;ALO;49.0
1;AA;ORD;AUS;91.0
1;AA;ORD;AVP;-14.0
1;AA;ORD;BDL;39.0
1;AA;ORD;BHM;-11.5
1;AA;ORD;BIS;-1.0
1;AA;ORD;BNA;19.666666666666668
1;AA;ORD;BOI;-12.0
1;AA;ORD;BOS;-6.75
1;AA;ORD;BUF;3.0
1;AA;ORD;BWI;-4.0
1;AA;ORD;CAK;-16.0
1;AA;ORD;CID;14.0
1;AA;ORD;CLE;59.0
1;AA;ORD;CLT;5.25
1;AA;ORD;CMH;74.0
1;AA;ORD;COS;-36.0
1;AA;ORD;COU;28.0
1;AA;ORD;CVG;18.0
1;AA;ORD;CWA;-6.0
1;AA;ORD;DAY;8.0
1;AA;ORD;DBQ;0.0
1;AA;ORD;DCA;99.0
1;AA;ORD;DEN;-8.5
1;AA;ORD;DFW;-13.2
1;AA;ORD;DSM;-1.6
1;AA;ORD;DTW;42.666666666666664
1;AA;ORD;EGE;-9.0
1;AA;ORD;EVV;10.0
1;AA;ORD;FAR;114.0
1;AA;ORD;FLL;10.666666666666666
1;AA;ORD;FNT;33.5
1;AA;ORD;FWA;75.0
1;AA;ORD;GRB;-1.0
1;AA;ORD;GRR;24.0
1;AA;ORD;GSO;29.5
1;AA;ORD;GSP;-16.0
1;AA;ORD;HPN;-9.0
1;AA;ORD;HSV;-2.5
1;AA;ORD;IAH;-3.0
1;AA;ORD;ICT;28.5
1;AA;ORD;IND;-17.666666666666668
1;AA;ORD;JFK;-3.3333333333333335
1;AA;ORD;LAN;9.0
1;AA;ORD;LAS;-20.0
1;AA;ORD;LAX;-1.0
1;AA;ORD;LEX;28.0
1;AA;ORD;LGA;28.166666666666668
1;AA;ORD;MCI;-0.3333333333333333
1;AA;ORD;MCO;-10.0
1;AA;ORD;MDT;-15.0
1;AA;ORD;MEM;-16.0
1;AA;ORD;MHK;-7.0
1;AA;ORD;MIA;-11.666666666666666
1;AA;ORD;MKE;29.0
1;AA;ORD;MLI;41.0
1;AA;ORD;MQT;2.0
1;AA;ORD;MSN;4.5
1;AA;ORD;OKC;46.5
1;AA;ORD;OMA;10.0
1;AA;ORD;PDX;-6.0
1;AA;ORD;PHL;-3.0
1;AA;ORD;PHX;4.75
1;AA;ORD;PIT;55.75
1;AA;ORD;PSP;-9.0
1;AA;ORD;PVD;9.5
1;AA;ORD;RIC;12.0
1;AA;ORD;ROC;-9.666666666666666
1;AA;ORD;RSW;24.0
1;AA;ORD;SAN;-11.0
1;AA;ORD;SAT;-2.5
1;AA;ORD;SEA;35.0
1;AA;ORD;SFO;7.666666666666667
1;AA;ORD;SGF;3.3333333333333335
1;AA;ORD;SJC;-4.0
1;AA;ORD;SNA;-35.0
1;AA;ORD;STL;2.3333333333333335
1;AA;ORD;SUX;-5.0
1;AA;ORD;SYR;20.5
1;AA;ORD;TPA;5.0
1;AA;ORD;TUL;36.0
1;AA;ORD;TUS;-4.0
1;AA;ORD;TYS;-22.0
1;AA;ORF;CLT;-9.5
1;AA;ORF;DCA;4.0
1;AA;ORF;LGA;1.0
1;AA;ORF;ORD;-29.0
1;AA;ORF;PHL;-23.0
1;AA;PBI;CLT;-19.0
1;AA;PBI;DCA;-18.5
1;AA;PBI;DFW;-27.0
1;AA;PBI;ORD;-9.0
1;AA;PBI;PHL;16.5
1;AA;PDX;CLT;-2.0
1;AA;PDX;DFW;0.5
1;AA;PDX;PHX;-14.0
1;AA;PGV;CLT;-5.0
1;AA;PHF;CLT;-11.5
1;AA;PHL;ABE;3.0
1;AA;PHL;ALB;6.0
1;AA;PHL;ATL;-12.0
1;AA;PHL;AVP;-2.3333333333333335
1;AA;PHL;BDL;-9.75
1;AA;PHL;BGR;-7.0
1;AA;PHL;BHM;-16.0
1;AA;PHL;BNA;-3.3333333333333335
1;AA;PHL;BOS;-3.4
1;AA;PHL;BTV;-6.0
1;AA;PHL;BUF;-9.333333333333334
1;AA;PHL;CAE;20.0
1;AA;PHL;CHO;-16.0
1;AA;PHL;CLE;-11.5
1;AA;PHL;CLT;0.5
1;AA;PHL;CMH;47.666666666666664
1;AA;PHL;CVG;-9.0
